,Year,Month,Date,Hour,Minute,Second,Region,Lat,Lon,Depth(m),Mag,Mag_type
528,2018,3,15,16,58,20.6,MYANMAR-INDIA BORDER REGION,23.6264,94.7092,107240,4.3,mb
529,2018,3,15,2,26,5.6,MYANMAR-INDIA BORDER REGION,24.4242,93.5687,55550,4.5,mb
530,2018,3,9,22,8,42.2,MYANMAR-CHINA BORDER REGION,23.5922,98.4028,28090,4.3,mb
531,2018,3,7,21,13,8,MYANMAR,19.8317,95.9379,10000,4.8,Mww
532,2018,3,7,20,51,53.1,MYANMAR-CHINA BORDER REGION,23.9381,98.4183,10000,4.4,mb
533,2018,3,4,10,48,10.2,MYANMAR,18.4234,96.1598,10000,4.9,mb
534,2018,2,20,14,9,57.9,"YUNNAN, CHINA",24.4632,100.8439,10000,4.7,mb
535,2018,2,20,8,12,13.4,MYANMAR-INDIA BORDER REGION,22.5842,93.3372,37690,4.3,mb
536,2018,2,18,20,33,29.4,MYANMAR-INDIA BORDER REGION,24.5258,94.3633,49300,4.1,mb
537,2018,2,14,7,14,1.7,MYANMAR,18.724,95.2511,81370,4.7,mb
538,2018,2,13,2,39,53.8,"ANDAMAN ISLANDS, INDIA REGION",12.3644,93.1316,69370,5.6,mb
539,2018,2,9,18,4,25.6,MYANMAR,18.2178,96.1961,20860,4.3,mb
540,2018,2,9,14,58,5.9,MYANMAR-CHINA BORDER REGION,22.2796,100.9456,10000,4.6,mb
541,2018,2,9,4,41,43.5,MYANMAR,18.2133,94.2882,28720,4.2,mb
542,2018,2,7,16,38,1.6,MYANMAR,18.1755,96.1481,10000,4.1,mb
543,2018,2,5,16,55,35.1,MYANMAR,18.2777,96.234,10000,4.6,mb
544,2018,2,4,8,42,2.5,NEAR SOUTH COAST OF MYANMAR,16.2174,96.5388,10000,4.1,mb
545,2018,2,3,15,29,10.6,MYANMAR,20.5966,99.5264,10000,4.6,mb
546,2018,1,24,19,21,38.4,MYANMAR,22.8042,94.4713,105170,4.6,mb
547,2018,1,24,11,1,46.4,"ANDAMAN ISLANDS, INDIA REGION",14.6681,92.6095,10000,4.3,mb
548,2018,1,22,7,37,59.4,MYANMAR,18.3094,96.1023,10000,4.7,mb
549,2018,1,20,10,6,47.4,MYANMAR-INDIA BORDER REGION,23.9745,94.6915,86780,4.2,mb
550,2018,1,18,2,3,30.3,MYANMAR-INDIA BORDER REGION,25.2304,95.0332,83690,4.5,mb
551,2018,1,16,11,23,2.2,MYANMAR-INDIA BORDER REGION,24.6115,94.973,98450,4,mb
552,2018,1,14,17,49,55.2,MYANMAR,18.3202,96.0978,10000,4.7,mb
553,2018,1,14,15,48,9.6,"ANDAMAN ISLANDS, INDIA REGION",12.1779,92.4336,32950,4.7,mb
554,2018,1,13,23,29,46.5,MYANMAR,18.3744,96.1047,10000,4.6,mb
555,2018,1,13,13,51,14.8,MYANMAR,18.4992,96.215,10000,4.4,mb
556,2018,1,13,8,19,47.4,NEAR SOUTH COAST OF MYANMAR,16.618,95.9378,10000,3.8,ML
557,2018,1,12,15,23,55.6,MYANMAR,18.3661,96.2332,10000,4.8,mb
558,2018,1,12,7,29,48.9,MYANMAR,24.9159,95.2518,128710,4.3,mb
559,2018,1,12,4,16,6.4,MYANMAR,18.4289,96.161,27160,4.4,mb
560,2018,1,11,22,30,43.3,MYANMAR,18.3209,96.0559,10000,4.3,mb
561,2018,1,11,20,8,41.1,MYANMAR,18.5367,96.1052,10000,4.6,mb
562,2018,1,11,18,55,4.8,MYANMAR,18.3474,96.0167,10000,4.7,mb
563,2018,1,11,18,53,5.3,MYANMAR,18.4277,96.1267,10000,4.6,mb
564,2018,1,11,18,43,59.7,MYANMAR,18.4199,96.0708,10000,4.9,Mww
565,2018,1,11,18,42,59.5,MYANMAR,18.4508,96.1678,10000,5.2,mb
566,2018,1,11,18,38,12,MYANMAR,18.3206,96.0997,10000,4.9,Mww
567,2018,1,11,18,28,38.4,MYANMAR,18.4229,95.9558,10000,5.2,mb
568,2018,1,11,18,26,24.2,MYANMAR,18.3629,96.0776,9000,6,Mww
569,2018,1,7,6,47,14.5,MYANMAR-INDIA BORDER REGION,24.7542,94.9091,23770,5.5,Mww
570,2018,1,6,22,56,57.3,MYANMAR,17.6825,94.4005,36260,4.1,mb
571,2018,1,4,15,0,40.4,MYANMAR,24.9808,96.4161,61110,4.4,mb
572,2018,1,3,21,35,36,MYANMAR-CHINA BORDER REGION,23.9454,99.2463,10000,4.6,mb
573,2017,12,29,16,19,14.7,MYANMAR,26.6888,96.0966,79690,4.7,mb
574,2017,12,28,20,23,34.5,MYANMAR,22.0464,94.3909,87590,5,Mww
575,2017,12,27,18,12,31.1,MYANMAR,24.914,96.4579,55030,4.2,mb
576,2017,12,23,20,42,1.7,MYANMAR,25.107,96.4527,10000,4.2,mb
577,2017,12,23,15,45,0.5,MYANMAR-INDIA BORDER REGION,23.4302,94.6812,111270,4.6,mb
578,2017,12,22,15,58,49.7,"ANDAMAN ISLANDS, INDIA REGION",10.0394,93.0186,33890,4.8,Mww
579,2017,12,19,17,40,55.6,EASTERN XIZANG-INDIA BORDER REG.,29.964,95.0865,27660,5.1,mb
580,2017,12,17,6,20,42,NORTHEASTERN INDIA,27.6347,94.2519,16380,4.6,mb
581,2017,12,11,16,49,49,"ANDAMAN ISLANDS, INDIA REGION",11.8055,93.8373,136550,4.6,mb
582,2017,12,11,3,35,13.7,INDIA-BANGLADESH BORDER REGION,25.725,90.8605,10000,4.6,mb
583,2017,12,9,11,2,39.6,MYANMAR,25.5484,96.3125,50490,4.3,mb
584,2017,12,5,15,50,58.3,MYANMAR-INDIA BORDER REGION,24.5413,94.6672,80120,4.3,mb
585,2017,12,3,9,47,14.3,MYANMAR,22.3606,94.5037,96760,4.7,mb
586,2017,12,2,19,36,18.4,"ANDAMAN ISLANDS, INDIA REGION",12.1948,95.085,10000,4.4,mb
587,2017,11,25,19,29,47.5,MYANMAR,19.471,94.3463,62540,4.5,mb
588,2017,11,23,7,13,47.2,EASTERN XIZANG-INDIA BORDER REG.,29.9261,95.1799,10000,4.7,mb
589,2017,11,23,2,14,17.3,EASTERN XIZANG-INDIA BORDER REG.,29.8405,95.1719,26350,4.4,mb
590,2017,11,20,8,48,2.2,MYANMAR-INDIA BORDER REGION,23.6935,94.543,97190,4.9,mb
591,2017,11,19,8,52,24.2,EASTERN XIZANG-INDIA BORDER REG.,29.9471,95.4494,10000,4.1,mb
592,2017,11,18,21,24,49.9,EASTERN XIZANG-INDIA BORDER REG.,29.8332,95.0334,10000,4.4,mb
593,2017,11,18,5,59,47.2,EASTERN XIZANG-INDIA BORDER REG.,29.9823,94.9712,26670,4.2,mb
594,2017,11,18,3,36,6,EASTERN XIZANG-INDIA BORDER REG.,29.968,95.2211,10000,4.2,mb
595,2017,11,18,0,32,1.9,EASTERN XIZANG-INDIA BORDER REG.,29.9311,94.8843,10000,5.1,mb
596,2017,11,17,22,34,19.5,EASTERN XIZANG-INDIA BORDER REG.,29.8327,94.9776,8000,6.4,Mww
597,2017,11,15,1,39,21.4,MYANMAR,18.3914,95.1392,10000,4,mb
598,2017,11,12,1,16,56.5,NEAR SOUTH COAST OF MYANMAR,16.3955,95.0669,38250,4,mb
599,2017,11,8,4,50,52.1,INDIA-BANGLADESH BORDER REGION,24.1007,91.2708,29920,4.9,mb
600,2017,11,4,20,29,36.6,MYANMAR,21.8416,95.5762,34870,4.3,mb
601,2017,10,25,18,20,47.8,"ANDAMAN ISLANDS, INDIA REGION",13.7225,92.9359,32740,4.7,mb
602,2017,10,13,1,32,43.4,MYANMAR,22.6636,94.6071,117220,4.1,mb
603,2017,10,12,18,34,12.5,MYANMAR-CHINA BORDER REGION,25.055,97.9054,10000,4,mb
604,2017,10,10,14,42,26.5,"ANDAMAN ISLANDS, INDIA REGION",13.032,93.3537,52750,4.6,mb
605,2017,10,9,19,32,39,"ANDAMAN ISLANDS, INDIA REGION",12.9368,92.4082,32500,4.5,mb
606,2017,10,6,20,59,2.2,"ANDAMAN ISLANDS, INDIA REGION",10.993,94.7616,37830,4.1,mb
607,2017,10,6,14,0,33.1,"ANDAMAN ISLANDS, INDIA REGION",12.0039,95.0977,21820,5.1,Mww
608,2017,10,3,15,20,12.8,MYANMAR,19.0468,94.9727,63450,4.5,mb
609,2017,10,3,13,48,34.4,MYANMAR-INDIA BORDER REGION,25.0388,94.7337,77480,4.5,mb
610,2017,10,2,23,31,42.5,"ANDAMAN ISLANDS, INDIA REGION",12.8533,91.9221,27390,4.7,mb
611,2017,10,2,18,13,51.5,MYANMAR,21.4218,94.5291,96740,4.6,mb
612,2017,10,1,14,35,36.3,"ANDAMAN ISLANDS, INDIA REGION",12.898,92.3426,30370,4.5,mb
613,2017,10,1,12,49,4.1,"ANDAMAN ISLANDS, INDIA REGION",12.7332,91.9129,25970,4.6,mb
614,2017,9,21,16,34,33.2,MYANMAR-INDIA BORDER REGION,24.9962,94.8861,84200,4.4,mb
615,2017,9,17,14,48,11.3,"ANDAMAN ISLANDS, INDIA REGION",12.8183,92.0967,26180,5,mb
616,2017,9,17,10,27,11.8,"ANDAMAN ISLANDS, INDIA REGION",12.7773,92.0628,33350,4.5,mb
617,2017,9,15,22,37,58.2,"ANDAMAN ISLANDS, INDIA REGION",12.8959,91.9514,27420,4.2,mb
618,2017,9,15,1,36,48,MYANMAR,18.8304,94.866,42150,4.8,mb
619,2017,9,12,11,26,46.4,"SICHUAN, CHINA",27.9618,101.7514,35000,4.7,mb
620,2017,9,11,16,44,54.2,"ANDAMAN ISLANDS, INDIA REGION",11.1912,93.763,135460,4.4,mb
621,2017,9,11,13,34,39.6,MYANMAR,22.421,94.6908,111870,4.6,mb
622,2017,9,7,14,32,3.6,INDIA-BANGLADESH BORDER REGION,25.275,90.2279,36670,4.1,mb
623,2017,9,6,0,10,55.8,"ANDAMAN ISLANDS, INDIA REGION",10.2437,93.1611,83980,5,Mww
624,2017,8,23,17,21,17.5,MYANMAR,22.4087,94.6127,109870,4,mb
625,2017,8,21,0,45,19.6,MYANMAR-INDIA BORDER REGION,23.4984,94.4598,89380,4,mb
626,2017,8,17,7,38,33.1,MYANMAR-INDIA BORDER REGION,25.8288,94.5263,61100,4.6,mb
627,2017,8,11,3,34,53.6,"ANDAMAN ISLANDS, INDIA REGION",13.639,92.8043,25230,4.5,mb
628,2017,8,2,18,18,8.4,MYANMAR-INDIA BORDER REGION,24.3205,93.6183,50930,5,Mww
629,2017,7,22,20,6,47.8,MYANMAR-INDIA BORDER REGION,25.1098,94.8989,68660,4,mb
630,2017,7,21,0,23,42.4,INDIA-BANGLADESH BORDER REGION,24.1789,92.2002,38770,4.4,mb
631,2017,7,17,13,23,0.4,MYANMAR,20.9992,93.5667,46160,4.6,mb
632,2017,7,13,22,18,37,"ANDAMAN ISLANDS, INDIA REGION",14.384,93.7029,37990,4.2,mb
633,2017,7,13,5,3,31.8,MYANMAR-INDIA BORDER REGION,23.5329,94.5573,89220,4.8,mb
634,2017,7,10,14,30,42.2,MYANMAR-INDIA BORDER REGION,26.4523,95.3032,138850,4.5,mb
635,2017,7,9,7,59,49.8,EASTERN XIZANG-INDIA BORDER REG.,29.0249,95.7052,19480,4.5,mb
636,2017,7,2,5,27,45.3,MYANMAR-INDIA BORDER REGION,24.3592,94.7001,83620,4.9,mb
637,2017,7,1,7,1,14.6,MYANMAR-INDIA BORDER REGION,23.8429,94.7107,89670,4.6,mb
638,2017,6,24,14,26,44.8,"ANDAMAN ISLANDS, INDIA REGION",10.0742,93.5741,35000,4.4,mb
639,2017,6,20,8,50,40.1,MYANMAR-INDIA BORDER REGION,23.0408,94.4765,94730,4.6,mb
640,2017,6,18,22,35,46.4,MYANMAR-INDIA BORDER REGION,24.6337,93.9778,22070,4.6,mb
641,2017,6,16,21,43,11.2,EASTERN XIZANG-INDIA BORDER REG.,29.9367,95.1768,24750,4.2,mb
642,2017,6,3,2,42,58.2,MYANMAR,24.7698,95.1741,108980,4.1,mb
643,2017,5,30,22,24,43.9,"ANDAMAN ISLANDS, INDIA REGION",10.3004,93.2343,82180,4.4,mb
644,2017,5,29,15,36,53.2,MYANMAR-INDIA BORDER REGION,23.2203,94.9352,107230,4.1,mb
645,2017,5,24,3,16,29.2,BHUTAN,27.5014,90.1596,28960,4.4,mb
646,2017,5,17,17,45,54.8,"ANDAMAN ISLANDS, INDIA REGION",12.7126,93.5971,100980,4.6,mb
647,2017,5,16,14,4,40.1,"ANDAMAN ISLANDS, INDIA REGION",11.4865,95.052,20790,4.6,mb
648,2017,5,6,14,48,51.5,MYANMAR-INDIA BORDER REGION,23.9172,93.9828,68350,4.3,mb
649,2017,5,5,22,10,4.3,LAOS,19.8989,101.5207,16780,4.5,mb
650,2017,5,5,17,58,35.9,"ANDAMAN ISLANDS, INDIA REGION",13.7401,92.548,19130,5,mb
651,2017,4,25,16,14,55.9,INDIA-BANGLADESH BORDER REGION,25.6263,90.8833,31190,4.3,mb
652,2017,4,18,14,1,34.5,INDIA-BANGLADESH BORDER REGION,25.0632,91.6394,34060,4.5,mb
653,2017,4,18,9,13,10.5,LAOS,20.7154,100.0975,10000,4.7,mb
654,2017,4,5,16,44,36.7,"ANDAMAN ISLANDS, INDIA REGION",14.4592,93.0491,31800,5.3,mb
655,2017,3,30,10,34,53.1,MYANMAR,17.1534,95.9052,17730,4.2,mb
656,2017,3,27,1,10,26.1,"YUNNAN, CHINA",25.8994,100.0033,10000,4.1,mb
657,2017,3,26,23,55,6.2,"YUNNAN, CHINA",25.9411,99.8422,27170,5,mb
658,2017,3,26,23,40,34.8,"YUNNAN, CHINA",25.87,99.917,33070,4.6,mb
659,2017,3,25,2,5,56.4,MYANMAR-INDIA BORDER REGION,25.0469,95.0201,104000,4.5,mb
660,2017,3,21,15,40,45.6,INDIA-BANGLADESH BORDER REGION,25.382,92.5637,38660,4.4,mb
661,2017,3,18,15,58,21.6,"ANDAMAN ISLANDS, INDIA REGION",12.91,95.8132,23330,4.4,mb
662,2017,3,17,14,1,43.1,"ANDAMAN ISLANDS, INDIA REGION",11.1741,92.8778,46010,4.8,mb
663,2017,3,14,16,39,56.8,MYANMAR-INDIA BORDER REGION,27.2997,96.7901,54220,4.4,mb
664,2017,3,13,14,19,6.7,MYANMAR,17.3992,95.9996,10000,5.1,mb
665,2017,3,6,21,30,7,MYANMAR-INDIA BORDER REGION,25.1149,95.1428,89950,4.3,mb
666,2017,3,4,2,11,53.8,MYANMAR-INDIA BORDER REGION,25.1865,94.6658,74070,5.1,mb
667,2017,3,3,23,30,3.1,MYANMAR-INDIA BORDER REGION,24.8454,94.5486,65830,4.1,mb
668,2017,3,1,16,21,5.1,"ANDAMAN ISLANDS, INDIA REGION",11.6348,92.1878,32270,4.1,mb
669,2017,3,1,3,16,52.4,"ANDAMAN ISLANDS, INDIA REGION",12.2124,93.2046,67580,4.5,mb
670,2017,2,24,12,2,51.5,MYANMAR-INDIA BORDER REGION,24.1314,93.4958,61720,5,mb
671,2017,2,12,4,5,33.6,INDIA-BANGLADESH BORDER REGION,25.548,91.1035,36940,4.4,mb
672,2017,2,8,20,46,16.7,MYANMAR,22.5372,94.7713,121000,4.5,mb
673,2017,1,21,21,49,18.5,MYANMAR,19.8125,94.7635,71980,4.3,mb
674,2017,1,19,19,18,36.8,EASTERN XIZANG-INDIA BORDER REG.,28.1784,92.6836,40210,4.1,mb
675,2017,1,18,15,42,40.5,"ANDAMAN ISLANDS, INDIA REGION",12.2,94.9698,27490,4.9,mb
676,2017,1,4,14,28,7.8,MYANMAR,22.9682,94.7422,123350,4.6,mb
677,2017,1,4,12,41,18,MYANMAR,22.8948,96.0688,13000,4.2,mb
678,2017,1,3,18,49,53.6,MYANMAR-INDIA BORDER REGION,23.3164,94.5071,89230,5.1,mb
679,2017,1,3,9,9,2.6,INDIA-BANGLADESH BORDER REGION,24.0161,92.0062,36150,5.5,mb
680,2017,1,1,16,54,6.7,MYANMAR,21.1208,98.4506,64290,4.6,mb
681,2016,12,29,5,52,3.9,NEAR SOUTH COAST OF MYANMAR,16.7482,94.12,14890,4.4,mb
682,2016,12,27,21,21,53.7,"ANDAMAN ISLANDS, INDIA REGION",13.341,92.327,28800,4.4,mb
683,2016,12,26,17,25,42,MYANMAR,22.763,94.5877,104090,4.2,mb
684,2016,12,24,23,26,8.6,"SICHUAN, CHINA",28.0648,101.6453,10000,4.9,mb
685,2016,12,23,4,56,16.8,"ANDAMAN ISLANDS, INDIA REGION",12.3232,91.9315,27780,4.4,mb
686,2016,12,19,14,27,57.3,XIZANG,29.0212,98.5306,22800,4.5,mb
687,2016,12,8,7,46,20.9,MYANMAR-INDIA BORDER REGION,23.444,94.8225,22840,4.7,mb
688,2016,12,3,19,42,11.2,"ANDAMAN ISLANDS, INDIA REGION",10.9345,91.886,10000,4.7,mb
689,2016,11,15,2,10,21.2,INDIA-BANGLADESH BORDER REGION,24.5992,92.2986,33970,4.6,mb
690,2016,10,26,6,29,9.3,INDIA-BANGLADESH BORDER REGION,23.1201,92.7926,41930,4.7,mb
691,2016,10,26,2,21,58.6,MYANMAR,22.8948,94.6065,107680,4.9,mb
692,2016,10,23,15,56,41.7,NORTHEASTERN INDIA,26.0651,90.256,22340,4.6,mb
693,2016,10,19,7,20,49.4,INDIA-BANGLADESH BORDER REGION,24.8107,91.2245,30290,4.4,mb
694,2016,10,11,17,41,2,MYANMAR,24.8327,96.2656,32520,4.5,mb
695,2016,10,11,7,30,14.3,MYANMAR-INDIA BORDER REGION,25.2519,95.0006,95330,4.7,mb
696,2016,10,9,0,8,41,MYANMAR-INDIA BORDER REGION,22.3856,93.8353,51540,4.4,mb
697,2016,10,7,19,28,41,MYANMAR-INDIA BORDER REGION,23.1834,94.1855,37840,4.5,mb
698,2016,10,6,14,47,57.2,NORTHEASTERN INDIA,26.443,92.773,56850,4.3,mb
699,2016,9,28,21,36,32,"SICHUAN, CHINA",29.6438,101.9644,10000,4.5,mb
700,2016,9,25,8,0,30.4,"SICHUAN, CHINA",29.633,101.9338,56980,4.2,mb
701,2016,9,23,2,18,36.8,"SICHUAN, CHINA",29.9005,99.7532,10000,4.2,mb
702,2016,9,22,13,23,44,MYANMAR-INDIA BORDER REGION,25.2601,95.6127,141470,4.6,mb
703,2016,9,20,9,10,11.2,"ANDAMAN ISLANDS, INDIA REGION",13.301,93.048,35000,4.3,mb
704,2016,9,19,21,11,27,XIZANG,29.1247,97.8313,66570,4.2,mb
705,2016,9,19,12,57,31.9,"ANDAMAN ISLANDS, INDIA REGION",10.3504,92.6927,33560,4.6,mb
706,2016,9,17,2,46,23.3,MYANMAR-INDIA BORDER REGION,24.368,93.9151,63470,4.3,mb
707,2016,9,16,5,18,49.8,"ANDAMAN ISLANDS, INDIA REGION",12.8909,92.492,29950,4.3,mb
708,2016,9,15,2,30,46.5,"ANDAMAN ISLANDS, INDIA REGION",10.1636,91.7111,20940,5,mb
709,2016,9,13,11,59,49,"ANDAMAN ISLANDS, INDIA REGION",10.2454,91.637,27710,4.7,mb
710,2016,9,4,22,28,38.6,"ANDAMAN ISLANDS, INDIA REGION",13.5061,92.7137,31340,4.2,mb
711,2016,9,4,13,5,48.7,EASTERN XIZANG-INDIA BORDER REG.,28.0653,92.032,28780,4,mb
712,2016,9,3,21,38,58.2,MYANMAR-INDIA BORDER REGION,27.2224,96.8182,43690,4.5,mb
713,2016,9,2,14,31,1,EASTERN XIZANG-INDIA BORDER REG.,28.6255,94.9397,23690,4.6,mb
714,2016,8,24,10,57,16.3,MYANMAR,20.9317,94.6688,93150,4.5,mb
715,2016,8,24,10,34,54.6,MYANMAR,20.9224,94.5687,82000,6.8,mww
716,2016,8,23,2,11,12.9,MYANMAR-INDIA BORDER REGION,23.8981,94.7048,102910,5,mwr
717,2016,8,19,10,45,55.5,MYANMAR,22.3558,95.6586,22280,4.2,mb
718,2016,8,18,18,23,56.3,"ANDAMAN ISLANDS, INDIA REGION",11.9017,93.5881,107980,4.6,mb
719,2016,8,15,8,57,7,MYANMAR,22.5185,94.7324,115100,4.5,mb
720,2016,8,8,22,30,40.3,"YUNNAN, CHINA",26.054,99.9187,43430,4.2,mb
721,2016,8,1,10,1,8.2,MYANMAR,21.3109,94.9305,131470,5.1,mb
722,2016,7,30,11,58,56.4,EASTERN XIZANG-INDIA BORDER REG.,29.068,94.6895,28230,4.1,mb
723,2016,7,29,14,2,51.1,MYANMAR-CHINA BORDER REGION,21.809,99.8216,14460,4.7,mb
724,2016,7,27,4,20,28.2,MYANMAR,21.5143,94.5705,96840,4.9,mb
725,2016,7,24,23,9,49.2,"ANDAMAN ISLANDS, INDIA REGION",14.9748,96.4342,27750,5,mb
726,2016,7,24,15,33,7.3,"ANDAMAN ISLANDS, INDIA REGION",12.7303,93.3143,62760,4.4,mb
727,2016,7,20,3,23,43.7,MYANMAR,22.8487,94.5868,91450,4.4,mb
728,2016,7,15,16,8,2.2,BAY OF BENGAL,15.4873,93.8979,10000,4.6,mb
729,2016,7,13,17,56,32.8,"ANDAMAN ISLANDS, INDIA REGION",12.0821,95.1704,10000,4.5,mb
730,2016,7,13,9,33,32,MYANMAR-INDIA BORDER REGION,24.5435,94.8081,91500,4,mb
731,2016,7,5,9,43,44.5,MYANMAR,24.8397,95.2089,101260,4.4,mb
732,2016,7,4,12,7,23,MYANMAR-INDIA BORDER REGION,22.4144,93.7739,37110,4.5,mb
733,2016,7,2,5,4,15.4,MYANMAR,20.8076,94.2046,78310,4.3,mb
734,2016,7,1,19,22,40,MYANMAR,24.9691,95.3737,132350,4.7,mb
735,2016,6,27,0,27,43.8,INDIA-BANGLADESH BORDER REGION,22.7084,92.0667,10000,4.7,mb
736,2016,6,22,13,3,20.2,MYANMAR,22.6845,94.6296,109320,4.6,mb
737,2016,6,20,8,5,22.2,MYANMAR,20.5353,93.9691,49030,4.5,mb
738,2016,6,11,18,12,23.4,MYANMAR-INDIA BORDER REGION,25.7858,95.2245,83120,4.5,mb
739,2016,6,10,14,21,8.7,MYANMAR-INDIA BORDER REGION,22.6959,93.8121,40580,4.3,mb
740,2016,6,3,10,1,58,"YUNNAN, CHINA",26.2247,99.7473,35000,4.3,mb
741,2016,6,2,6,2,40.8,MYANMAR,18.5171,96.5261,10000,4.6,mb
742,2016,5,30,17,40,24.1,XIZANG,29.8731,92.142,36890,4,mb
743,2016,5,27,5,3,10.2,MYANMAR,26.5252,96.4968,64300,4.6,mb
744,2016,5,23,5,47,52,"SICHUAN, CHINA",27.8862,101.362,35000,4.3,mb
745,2016,5,22,22,32,36.4,"ANDAMAN ISLANDS, INDIA REGION",10.2558,92.2057,30040,4.1,mb
746,2016,5,21,21,57,39.4,MYANMAR-INDIA BORDER REGION,23.9073,94.5819,83750,4,mb
747,2016,5,19,23,10,24.7,MYANMAR-INDIA BORDER REGION,22.7638,93.9152,42420,4.8,mb
748,2016,5,17,17,5,17.5,"YUNNAN, CHINA",26.0846,99.575,51350,4.8,mb
749,2016,5,17,16,48,55.9,"YUNNAN, CHINA",26.0476,99.492,53990,4.9,mb
750,2016,5,16,18,3,47.5,INDIA-BANGLADESH BORDER REGION,25.9006,90.2255,35120,4.3,mb
751,2016,5,12,7,54,19.1,MYANMAR-INDIA BORDER REGION,24.2716,94.3125,71480,4.8,mb
752,2016,5,9,16,3,47.2,"ANDAMAN ISLANDS, INDIA REGION",11.3506,91.5047,10000,5.2,mb
753,2016,5,9,16,0,22.1,"ANDAMAN ISLANDS, INDIA REGION",11.2676,91.4012,10000,4.3,mb
754,2016,5,7,9,43,39.6,INDIA-BANGLADESH BORDER REGION,25.4013,91.7893,37620,4.1,mb
755,2016,5,6,3,6,44.2,MYANMAR-INDIA BORDER REGION,23.4241,94.287,26820,4.1,mb
756,2016,5,2,15,49,2.3,MYANMAR,22.2751,94.6863,119970,4.2,mb
757,2016,5,1,7,8,41.9,MYANMAR,22.6224,94.7197,79460,4.2,mb
758,2016,4,24,21,55,42.8,"ANDAMAN ISLANDS, INDIA REGION",10.2055,91.5917,22650,4.3,mb
759,2016,4,22,7,50,43.8,MYANMAR,24.5441,96.0794,57110,4.3,mb
760,2016,4,19,20,47,57.2,"ANDAMAN ISLANDS, INDIA REGION",10.2564,93.7772,42830,4.4,mb
761,2016,4,19,20,32,57.1,"ANDAMAN ISLANDS, INDIA REGION",10.2153,93.6895,10000,5.3,mb
762,2016,4,18,15,29,54.9,"ANDAMAN ISLANDS, INDIA REGION",12.9466,92.3335,37350,4.7,mb
763,2016,4,14,5,41,53.1,MYANMAR-INDIA BORDER REGION,23.816,94.1986,61250,4.6,mb
764,2016,4,13,14,14,3.2,"ANDAMAN ISLANDS, INDIA REGION",12.5623,95.1787,10000,4.9,mb
765,2016,4,13,13,55,17.8,MYANMAR-INDIA BORDER REGION,23.0944,94.8654,136000,6.9,Mww
766,2016,4,5,7,42,24.4,INDIA-BANGLADESH BORDER REGION,25.7595,90.5452,10000,5,mb
767,2016,4,3,10,58,32.6,MYANMAR-INDIA BORDER REGION,23.7551,94.3079,62600,4.1,mb
768,2016,3,28,18,40,6.8,INDIA-BANGLADESH BORDER REGION,25.9519,90.6891,10000,4,mb
769,2016,3,23,10,50,2.4,MYANMAR,24.6302,96.1321,57150,4.5,mb
770,2016,3,21,3,35,51.8,"SICHUAN, CHINA",29.6153,101.9619,10000,4.8,mb
771,2016,3,20,16,54,13.1,XIZANG,29.9569,93.1989,10000,4.7,mb
772,2016,3,19,23,17,30.1,MYANMAR,20.0446,97.6713,27050,4.3,mb
773,2016,3,15,4,28,26.5,XIZANG,29.8667,98.0065,23730,4.7,mb
774,2016,3,13,15,4,36.9,"ANDAMAN ISLANDS, INDIA REGION",10.2834,93.5317,125890,4.3,mb
775,2016,3,13,10,30,11.2,NORTHEASTERN INDIA,26.245,92.2565,53710,4.5,mb
776,2016,3,12,9,39,37.7,"ANDAMAN ISLANDS, INDIA REGION",10.3914,92.4579,27860,4.2,mb
777,2016,3,11,11,7,22.6,"SICHUAN, CHINA",28.0616,101.4009,35000,4.7,mb
778,2016,3,10,15,2,10.9,MYANMAR-INDIA BORDER REGION,22.6044,93.8341,34990,4.2,mb
779,2016,3,7,12,23,1.7,MYANMAR-INDIA BORDER REGION,22.7585,93.9433,50030,4.5,mb
780,2016,3,7,3,13,58.2,MYANMAR,20.98,95.0238,100990,4.6,mb
781,2016,3,5,11,20,26.1,MYANMAR-CHINA BORDER REGION,21.6851,101.3736,15790,4.5,mb
782,2016,3,2,4,3,50.4,MYANMAR-INDIA BORDER REGION,26.4817,95.4216,21670,4.1,mb
783,2016,2,28,23,11,3.5,"ANDAMAN ISLANDS, INDIA REGION",10.2974,93.6503,127600,4,mb
784,2016,2,27,0,31,5.1,"ANDAMAN ISLANDS, INDIA REGION",13.4762,93.915,98700,4.5,mb
785,2016,2,16,23,6,59.9,NORTHEASTERN INDIA,26.2317,93.5056,40460,4.7,mb
786,2016,2,7,23,39,12.5,"YUNNAN, CHINA",26.1269,99.673,10000,4.3,mb
787,2016,2,7,23,31,10.1,MYANMAR-CHINA BORDER REGION,27.2437,98.324,16880,4.5,mb
788,2016,2,4,15,30,49.8,"ANDAMAN ISLANDS, INDIA REGION",14.2695,93.2464,10000,5.1,mb
789,2016,2,3,15,24,7.1,"ANDAMAN ISLANDS, INDIA REGION",10.3608,93.3475,96080,4.4,mb
790,2016,1,27,22,9,56.7,"ANDAMAN ISLANDS, INDIA REGION",13.7261,93.8004,88890,4.6,mb
791,2016,1,18,6,4,53.1,MYANMAR-INDIA BORDER REGION,24.1868,94.9004,84650,4.3,mb
792,2016,1,15,19,24,52.5,"ANDAMAN ISLANDS, INDIA REGION",11.7568,92.8636,50410,4.3,mb
793,2016,1,12,14,59,35.1,NEAR SOUTH COAST OF MYANMAR,16.5725,96.4762,50560,4.4,mb
